HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Legendary,Name
64,108,112,32,50,69,Ground,,False,Sandslash
98,137,75,45,92,51,Fighting,,False,Machamp
68,54,72,53,47,91,Water,,False,Poliwhirl
51,87,64,110,78,109,Electric,,False,Raichu
97,161,58,197,115,140,Psychic,,True,MewtwoMega Mewtwo Y
34,61,32,39,30,66,Normal,Flying,False,Spearow
51,100,55,30,120,92,Fighting,,False,Hitmonlee
55,61,39,43,45,51,Normal,,False,Ditto
77,57,63,57,48,88,Water,,False,Poliwhirl
55,72,78,13,41,30,Ground,,False,Sandshrew
73,119,119,67,62,45,Rock,Ground,False,Golem
136,70,56,93,41,46,Normal,Fairy,False,Wigglytuff
41,57,53,84,56,65,Fire,,False,Growlithe
42,62,46,44,47,97,Electric,,False,Pikachu
49,84,61,98,83,104,Fire,,False,Magmar
74,86,98,83,112,77,Water,,False,Blastoise
98,183,104,161,109,125,Psychic,Fighting,True,MewtwoMega Mewtwo X
87,92,70,41,61,58,Fighting,,False,Machoke
63,84,64,79,39,66,Grass,Poison,False,Weepinbell
101,41,28,54,26,29,Normal,Fairy,False,Jigglypuff
81,98,75,163,106,98,Fire,Flying,False,CharizardMega Charizard Y
61,93,118,91,75,52,Poison,,False,Weezing
69,85,53,53,71,97,Normal,,False,Raticate
48,64,46,42,47,51,Dragon,,False,Dratini
84,96,90,80,76,79,Poison,Ground,False,Nidoqueen
46,96,117,44,42,25,Rock,Ground,False,Graveler
50,59,33,58,42,31,Grass,Poison,False,Bellsprout
72,64,129,114,75,56,Rock,Water,False,Omastar
53,58,56,44,48,41,Normal,,False,Ditto
68,92,87,135,93,121,Normal,Flying,False,PidgeotMega Pidgeot
79,90,81,151,115,100,Fire,Flying,False,CharizardMega Charizard Y
25,36,34,105,29,81,Ghost,Poison,False,Gastly
59,120,104,47,76,94,Bug,,False,Pinsir
63,78,40,33,37,25,Fighting,,False,Machop
82,138,103,123,70,109,Fire,Dragon,False,CharizardMega Charizard X
65,45,50,60,77,26,Fairy,,False,Clefairy
57,80,105,41,83,55,Ground,,False,Marowak
72,50,120,100,48,45,Grass,,False,Tangela
60,64,65,62,66,106,Normal,,False,Persian
24,40,29,109,40,74,Ghost,Poison,False,Gastly
76,91,87,39,60,122,Normal,,False,Tauros
88,127,90,61,96,85,Water,Flying,False,Gyarados
70,67,58,52,42,94,Water,,False,Poliwhirl
82,79,73,99,94,100,Fire,Flying,False,Charizard
60,63,60,120,84,97,Ghost,Poison,False,Gengar
46,82,119,46,59,44,Rock,Ground,False,Graveler
56,58,31,113,89,104,Ice,Psychic,False,Jynx
69,58,52,125,90,116,Psychic,,False,Alakazam
83,121,136,54,70,44,Rock,Ground,False,Golem
70,56,80,44,54,54,Poison,,False,Nidorina
72,106,60,66,57,102,Normal,Flying,False,Dodrio
64,98,61,100,97,84,Fire,,False,Magmar
69,58,119,113,70,66,Rock,Water,False,Omastar
49,39,77,83,72,132,Electric,,False,Electrode
90,71,166,130,76,25,Water,Psychic,False,SlowbroMega Slowbro
73,109,51,61,80,138,Rock,Flying,False,Aerodactyl
169,102,66,63,127,22,Normal,,False,Snorlax
78,103,113,132,114,90,Water,,False,BlastoiseMega Blastoise
59,57,47,55,46,64,Normal,Flying,False,Farfetch'd
66,68,46,64,74,122,Normal,,False,Persian
32,100,89,22,30,52,Water,,False,Krabby
112,48,22,37,39,20,Normal,Fairy,False,Jigglypuff
64,42,44,98,83,70,Bug,Flying,False,Butterfree
102,124,130,61,32,37,Ground,Rock,False,Rhydon
68,96,42,82,49,52,Grass,Poison,False,Weepinbell
60,52,61,94,81,29,Normal,,False,Porygon
68,82,43,94,45,58,Grass,Poison,False,Weepinbell
41,69,71,26,61,65,Water,,False,Goldeen
80,78,60,79,88,108,Fire,,False,Ninetales
78,86,63,86,61,106,Normal,Flying,False,Pidgeot
78,85,118,51,54,59,Ground,,False,Sandslash
67,53,50,42,51,36,Bug,Poison,False,Venonat
49,88,56,47,76,93,Normal,,False,Raticate
51,63,55,59,62,59,Normal,Flying,False,Farfetch'd
98,103,102,93,98,93,Psychic,,False,Mew
42,52,41,120,58,104,Ghost,Poison,False,Haunter
55,53,47,181,102,161,Psychic,,False,AlakazamMega Alakazam
54,97,67,71,59,94,Normal,Flying,False,Fearow
60,91,49,77,43,54,Grass,Poison,False,Weepinbell
40,38,31,116,55,109,Psychic,,False,Kadabra
60,32,81,69,37,38,Grass,Psychic,False,Exeggcute
68,54,39,140,91,113,Psychic,,False,Alakazam
32,39,27,93,41,71,Ghost,Poison,False,Gastly
49,85,70,60,80,81,Fire,,False,Ponyta
71,59,115,126,60,59,Rock,Water,False,Omastar
81,88,66,58,82,69,Water,,False,Seaking
51,66,67,73,78,46,Normal,,False,Porygon
48,24,50,20,19,33,Bug,Poison,False,Kakuna
58,121,109,40,83,95,Bug,,False,Pinsir
76,107,74,80,79,89,Poison,Ground,False,Nidoking
78,60,68,53,66,120,Normal,,False,Persian
72,70,83,90,91,79,Water,,False,Golduck
82,92,80,160,109,103,Fire,Flying,False,CharizardMega Charizard Y
70,68,88,95,90,108,Water,Psychic,False,Starmie
69,120,96,65,74,89,Bug,,False,Pinsir
60,53,94,123,64,60,Electric,Steel,False,Magneton
54,91,80,80,83,120,Fire,,False,Rapidash
85,85,105,20,30,20,Ground,Rock,False,Rhyhorn
66,40,51,142,93,109,Psychic,,False,Alakazam
86,77,61,35,43,11,Water,Psychic,False,Slowpoke
93,161,112,71,136,82,Water,Dark,False,GyaradosMega Gyarados
43,33,27,46,46,57,Poison,Flying,False,Zubat
115,100,86,158,89,130,Psychic,,True,Mewtwo
84,86,86,130,91,104,Electric,Flying,True,Zapdos
38,52,47,54,74,55,Normal,,False,Eevee
38,39,32,24,32,56,Normal,Flying,False,Pidgey
49,53,94,118,62,82,Electric,Steel,False,Magneton
63,87,63,99,94,94,Fire,,False,Magmar
47,55,98,85,54,86,Water,,False,Seadra
74,81,77,136,88,123,Normal,Flying,False,PidgeotMega Pidgeot
66,129,57,86,116,71,Fire,,False,Flareon
61,37,55,86,82,65,Bug,Flying,False,Butterfree
96,128,90,59,78,46,Fighting,,False,Machamp
94,99,78,117,59,68,Grass,Psychic,False,Exeggutor
55,78,77,93,85,117,Water,Psychic,False,Starmie
22,24,75,97,48,43,Electric,Steel,False,Magnemite
66,82,57,33,34,42,Fighting,,False,Machop
106,91,78,42,81,87,Normal,,False,Kangaskhan
21,80,83,62,44,65,Rock,Water,False,Kabuto
77,62,53,86,123,85,Water,Poison,False,Tentacruel
62,92,128,82,72,60,Poison,,False,Weezing
40,23,24,128,60,119,Psychic,,False,Kadabra
91,105,77,102,86,100,Fire,,False,Arcanine
29,69,111,37,20,39,Water,,False,Shellder
50,60,94,117,71,73,Electric,Steel,False,Magneton
41,43,45,46,41,84,Water,,False,Poliwag
61,81,114,45,82,42,Ground,,False,Marowak
61,114,86,52,92,105,Bug,Flying,False,Scyther
89,78,73,96,74,80,Water,,False,Golduck
105,98,69,74,104,51,Poison,,False,Muk
72,79,56,103,72,77,Bug,Poison,False,Venomoth
73,84,61,81,127,98,Water,Poison,False,Tentacruel
50,67,20,42,34,82,Normal,,False,Meowth
52,54,93,93,54,82,Water,,False,Seadra
57,81,70,66,79,79,Poison,,False,Arbok
17,16,24,107,56,90,Psychic,,False,Abra
18,59,15,30,32,109,Ground,,False,Diglett
18,28,16,115,46,87,Psychic,,False,Abra
34,59,41,19,36,70,Normal,Flying,False,Spearow
132,96,62,83,86,65,Water,Ice,False,Lapras
59,164,112,59,92,96,Bug,Flying,False,PinsirMega Pinsir
84,60,67,49,38,17,Water,Psychic,False,Slowpoke
91,106,96,123,74,94,Fire,Flying,True,Moltres
60,110,95,76,69,86,Rock,Water,False,Kabutops
58,64,100,11,24,47,Ground,,False,Sandshrew
61,38,32,70,60,42,Water,,False,Psyduck
51,49,67,71,94,148,Electric,,False,Electrode
45,71,78,15,27,47,Ground,,False,Sandshrew
70,141,113,69,91,108,Bug,Flying,False,PinsirMega Pinsir
64,116,108,54,54,80,Water,,False,Kingler
129,83,87,83,99,57,Water,Ice,False,Lapras
95,105,82,99,67,102,Fire,,False,Arcanine
44,18,48,24,15,35,Bug,Poison,False,Kakuna
56,96,116,52,40,37,Rock,Ground,False,Graveler
74,87,98,86,102,83,Water,,False,Blastoise
35,51,64,55,55,44,Water,,False,Squirtle
91,68,64,40,23,23,Water,Psychic,False,Slowpoke
86,127,90,66,87,142,Rock,Flying,False,AerodactylMega Aerodactyl
54,92,121,86,66,59,Poison,,False,Weezing
54,68,73,81,82,48,Normal,,False,Porygon
29,39,158,32,49,86,Rock,Ground,False,Onix
57,70,73,56,86,50,Water,,False,Wartortle
57,87,49,36,46,31,Fighting,,False,Machop
43,125,114,41,56,80,Water,,False,Kingler
80,89,60,45,70,58,Fighting,,False,Machoke
47,62,88,111,43,75,Water,,False,Seadra
69,37,54,88,73,74,Bug,Flying,False,Butterfree
66,114,67,88,70,70,Grass,Poison,False,Victreebel
40,24,49,14,30,30,Bug,Poison,False,Kakuna
71,91,64,66,91,67,Water,,False,Seaking
41,57,48,39,49,45,Poison,,False,Ekans
53,37,41,29,34,54,Poison,Flying,False,Zubat
79,130,98,133,79,100,Fire,Dragon,False,CharizardMega Charizard X
43,105,78,35,121,72,Fighting,,False,Hitmonchan
48,47,43,39,38,47,Poison,,False,Nidoran♂
91,87,100,73,76,68,Water,Fighting,False,Poliwrath
49,53,87,65,47,39,Poison,,False,Koffing
102,84,76,72,83,71,Poison,Ground,False,Nidoqueen
26,83,54,39,35,66,Normal,Flying,False,Doduo
40,48,40,51,34,92,Water,,False,Poliwag
94,96,72,90,75,83,Poison,Ground,False,Nidoking
38,61,33,35,28,61,Normal,Flying,False,Spearow
45,53,39,58,50,59,Fire,,False,Charmander
20,11,13,116,57,100,Psychic,,False,Abra
75,119,89,56,58,89,Bug,,False,Pinsir
94,79,107,92,76,23,Water,Psychic,False,Slowbro
20,70,90,60,35,60,Rock,Water,False,Kabuto
47,51,35,27,42,90,Water,,False,Poliwag
80,101,121,137,134,77,Grass,Poison,False,VenusaurMega Venusaur
38,46,48,66,59,84,Water,,False,Staryu
77,101,70,162,118,99,Fire,Flying,False,CharizardMega Charizard Y
78,75,63,82,103,95,Fire,,False,Ninetales
34,62,61,44,53,31,Bug,Grass,False,Paras
87,96,89,75,80,79,Poison,Ground,False,Nidoqueen
49,42,153,28,46,61,Rock,Ground,False,Onix
41,39,157,19,40,74,Rock,Ground,False,Onix
83,107,129,138,120,77,Water,,False,BlastoiseMega Blastoise
95,109,70,102,81,96,Fire,,False,Arcanine
39,52,66,57,57,30,Water,,False,Squirtle
34,29,27,122,80,108,Psychic,,False,Kadabra
45,43,41,44,30,92,Water,,False,Poliwag
76,94,94,80,89,77,Poison,Ground,False,Nidoqueen
67,58,74,72,77,149,Electric,,False,Electrode
38,76,100,35,26,13,Rock,Ground,False,Geodude
53,42,48,111,101,83,Ice,Psychic,False,Jynx
91,125,112,131,80,110,Fire,Dragon,False,CharizardMega Charizard X
75,105,75,57,65,84,Fighting,,False,Primeape
128,87,81,74,101,64,Water,Ice,False,Lapras
37,57,43,25,31,57,Normal,Flying,False,Pidgey
52,59,41,62,41,50,Water,,False,Psyduck
63,152,118,58,86,106,Bug,Flying,False,PinsirMega Pinsir
37,66,62,43,59,27,Bug,Grass,False,Paras
65,63,69,46,51,99,Water,,False,Poliwhirl
13,45,18,39,44,90,Ground,,False,Diglett
30,42,41,34,40,61,Poison,Flying,False,Zubat
47,97,116,49,40,42,Rock,Ground,False,Graveler
40,38,35,43,33,91,Water,,False,Poliwag
23,9,62,25,19,77,Water,,False,Magikarp
59,90,91,62,78,25,Bug,Grass,False,Parasect
87,101,115,130,116,81,Grass,Poison,False,VenusaurMega Venusaur
73,86,82,100,71,105,Water,Psychic,False,Starmie
67,107,72,60,84,99,Bug,Flying,False,Scyther
60,53,51,54,60,43,Fairy,,False,Clefairy
73,52,45,41,54,40,Bug,Poison,False,Venonat
37,32,44,30,37,61,Normal,Flying,False,Pidgey
69,115,71,89,71,68,Grass,Poison,False,Victreebel
107,96,66,73,107,51,Poison,,False,Muk
56,48,123,94,41,54,Grass,,False,Tangela
60,75,67,65,75,72,Dragon,,False,Dragonair
47,100,185,81,40,72,Water,Ice,False,Cloyster
60,43,51,33,65,57,Bug,Poison,False,Venonat
47,49,39,37,39,89,Water,,False,Poliwag
64,45,92,128,66,58,Electric,Steel,False,Magneton
31,82,53,46,79,114,Ground,,False,Dugtrio
87,98,119,137,107,78,Water,,False,BlastoiseMega Blastoise
47,91,55,65,58,87,Fire,,False,Ponyta
39,69,69,37,48,59,Water,,False,Goldeen
70,148,109,62,95,98,Bug,Flying,False,PinsirMega Pinsir
61,133,113,50,44,73,Water,,False,Kingler
58,54,51,39,38,21,Poison,,False,Nidoran♀
38,48,68,41,66,35,Water,,False,Squirtle
39,53,38,44,63,51,Poison,,False,Ekans
34,62,43,35,57,60,Poison,,False,Ekans
73,95,59,66,80,78,Water,,False,Seaking
56,59,45,47,91,32,Psychic,,False,Drowzee
75,86,45,36,58,25,Poison,,False,Grimer
68,71,52,25,38,45,Fighting,,False,Machop
63,41,52,55,63,48,Water,,False,Seel
39,63,26,35,29,66,Normal,Flying,False,Spearow
63,49,72,88,75,31,Normal,,False,Porygon
34,33,106,89,50,20,Rock,Water,False,Omanyte
97,97,95,117,69,42,Grass,Psychic,False,Exeggutor
107,84,94,130,62,42,Grass,Psychic,False,Exeggutor
158,114,64,70,105,28,Normal,,False,Snorlax
27,96,109,27,20,55,Water,,False,Krabby
86,52,83,48,82,26,Normal,,False,Lickitung
85,100,84,75,77,79,Poison,Ground,False,Nidoqueen
102,67,58,32,45,11,Water,Psychic,False,Slowpoke
56,82,90,90,88,121,Water,Psychic,False,Starmie
38,54,90,38,55,26,Ground,,False,Cubone
72,55,66,84,75,37,Grass,Poison,False,Gloom
55,15,60,32,26,19,Bug,,False,Metapod
54,47,58,35,55,35,Bug,Poison,False,Venonat
105,96,103,99,104,93,Psychic,,False,Mew
32,43,43,36,41,94,Normal,,False,Meowth
59,112,112,51,55,77,Water,,False,Kingler
46,73,38,43,30,70,Normal,Flying,False,Doduo
67,83,77,78,97,103,Fire,,False,Ninetales
36,59,33,49,60,47,Poison,,False,Ekans
56,91,109,41,78,46,Ground,,False,Marowak
41,36,101,75,60,31,Rock,Water,False,Omanyte
75,49,115,108,33,55,Grass,,False,Tangela
50,54,92,97,49,80,Water,,False,Seadra
60,95,24,34,92,81,Bug,Poison,False,Beedrill
74,142,33,11,73,153,Bug,Poison,False,BeedrillMega Beedrill
79,109,80,104,89,88,Fire,,False,Arcanine
70,103,119,137,120,85,Water,,False,BlastoiseMega Blastoise
139,68,51,85,52,50,Normal,Fairy,False,Wigglytuff
79,147,32,11,86,147,Bug,Poison,False,BeedrillMega Beedrill
34,62,36,26,26,70,Normal,Flying,False,Spearow
47,39,28,17,9,41,Bug,,False,Caterpie
66,85,38,96,40,52,Grass,Poison,False,Weepinbell
30,58,44,55,54,52,Dragon,,False,Dratini
111,146,72,190,126,135,Psychic,,True,MewtwoMega Mewtwo Y
54,51,87,38,51,33,Ground,,False,Cubone
39,49,39,44,38,89,Water,,False,Poliwag
62,118,77,59,83,94,Bug,Flying,False,Scyther
77,97,124,41,55,59,Ground,,False,Sandslash
82,132,94,59,109,137,Rock,Flying,False,AerodactylMega Aerodactyl
19,1,64,16,23,74,Water,,False,Magikarp
52,46,119,105,35,60,Grass,,False,Tangela
54,57,97,91,57,84,Water,,False,Seadra
102,92,88,40,90,77,Normal,,False,Kangaskhan
74,135,101,129,81,102,Fire,Dragon,False,CharizardMega Charizard X
40,44,51,63,50,60,Fire,,False,Charmander
43,61,99,53,37,34,Poison,,False,Koffing
60,61,37,66,49,64,Fire,,False,Growlithe
40,48,46,43,44,55,Normal,,False,Ditto
70,32,79,66,30,37,Grass,Psychic,False,Exeggcute
72,102,66,68,73,69,Water,,False,Seaking
39,74,41,34,61,45,Dragon,,False,Dratini
94,69,68,92,90,62,Fairy,,False,Clefable
73,52,123,88,41,52,Grass,,False,Tangela
61,45,53,29,56,42,Poison,,False,Nidoran♀
50,128,117,41,44,86,Water,,False,Kingler
49,64,64,70,83,59,Grass,Poison,False,Ivysaur
58,81,44,100,85,108,Electric,,False,Raichu
55,47,46,51,69,53,Normal,,False,Eevee
82,97,71,92,69,72,Poison,Ground,False,Nidoking
58,54,60,45,79,38,Water,,False,Seel
85,98,94,125,82,89,Fire,Flying,True,Moltres
93,105,88,62,86,75,Water,Fighting,False,Poliwrath
65,133,54,95,109,69,Fire,,False,Flareon
47,65,104,102,47,73,Water,,False,Seadra
44,49,92,44,47,27,Ground,,False,Cubone
60,42,51,56,82,26,Fairy,,False,Clefairy
75,131,103,71,98,142,Rock,Flying,False,AerodactylMega Aerodactyl
71,128,125,118,78,102,Fire,Dragon,False,CharizardMega Charizard X
66,58,94,169,89,115,Ghost,Poison,False,GengarMega Gengar
71,108,65,51,58,107,Normal,Flying,False,Dodrio
70,83,48,39,30,38,Fighting,,False,Machop
79,138,83,72,95,150,Rock,Flying,False,AerodactylMega Aerodactyl
45,61,66,57,55,64,Normal,Flying,False,Farfetch'd
49,57,33,23,25,64,Normal,Flying,False,Spearow
64,150,40,28,77,130,Bug,Poison,False,BeedrillMega Beedrill
85,71,60,84,127,92,Water,Poison,False,Tentacruel
15,63,18,26,51,92,Ground,,False,Diglett
59,59,67,88,62,70,Fire,,False,Charmeleon
66,114,62,47,67,100,Normal,Flying,False,Dodrio
35,41,37,47,58,73,Fire,,False,Vulpix
74,34,89,63,37,34,Grass,Psychic,False,Exeggcute
96,116,81,95,70,87,Fire,,False,Arcanine
36,27,36,26,12,47,Bug,,False,Caterpie
37,83,74,53,48,61,Rock,Water,False,Kabuto
63,102,65,73,93,98,Fire,,False,Rapidash
109,122,111,42,43,41,Ground,Rock,False,Rhydon
75,89,65,63,79,76,Water,,False,Seaking
55,60,68,84,66,60,Grass,Poison,False,Ivysaur
53,119,107,71,70,79,Rock,Water,False,Kabutops
104,62,75,96,97,49,Fairy,,False,Clefable
35,26,36,84,31,78,Ghost,Poison,False,Gastly
39,55,102,55,52,28,Poison,,False,Koffing
103,98,100,107,105,99,Psychic,,False,Mew
87,84,177,121,85,36,Water,Psychic,False,SlowbroMega Slowbro
81,82,103,74,95,82,Water,,False,Blastoise
51,43,63,82,82,151,Electric,,False,Electrode
52,57,32,31,30,62,Normal,Flying,False,Spearow
44,40,43,45,38,90,Normal,,False,Meowth
62,82,55,42,33,36,Fighting,,False,Machop
108,87,75,43,78,99,Normal,,False,Kangaskhan
59,79,47,97,77,114,Electric,,False,Electabuzz
66,68,57,103,96,117,Electric,,False,Jolteon
31,55,36,71,51,55,Fire,,False,Charmander
40,39,108,86,54,28,Rock,Water,False,Omanyte
100,110,89,158,89,134,Psychic,,True,Mewtwo
76,137,78,78,105,141,Rock,Flying,False,AerodactylMega Aerodactyl
54,73,81,27,41,35,Ground,,False,Sandshrew
53,85,60,57,72,102,Normal,,False,Raticate
115,190,101,148,107,122,Psychic,Fighting,True,MewtwoMega Mewtwo X
41,35,44,24,24,32,Bug,Poison,False,Kakuna
85,91,54,62,80,70,Water,,False,Seaking
87,136,88,99,98,70,Dragon,Flying,False,Dragonite
50,68,26,69,30,50,Grass,Poison,False,Bellsprout
49,90,179,91,38,81,Water,Ice,False,Cloyster
66,67,66,89,105,100,Fire,,False,Ninetales
37,26,51,25,33,43,Bug,Poison,False,Kakuna
56,70,60,117,101,121,Electric,,False,Jolteon
89,70,71,80,94,104,Fire,,False,Ninetales
80,73,84,81,91,96,Fire,,False,Ninetales
62,60,53,52,47,75,Normal,Flying,False,Pidgeotto
111,172,98,160,99,129,Psychic,Fighting,True,MewtwoMega Mewtwo X
54,71,46,139,74,107,Ghost,Poison,False,Gengar
34,90,90,43,37,57,Rock,Water,False,Kabuto
76,88,75,118,86,93,Fire,Flying,False,Charizard
56,58,62,82,87,60,Grass,Poison,False,Ivysaur
70,94,79,105,80,106,Fire,Flying,False,Charizard
60,65,52,93,73,98,Bug,Poison,False,Venomoth
38,31,40,27,28,41,Bug,Poison,False,Weedle
64,62,55,79,65,91,Fire,,False,Charmeleon
55,150,118,75,103,112,Bug,Flying,False,PinsirMega Pinsir
122,95,73,90,91,64,Water,Ice,False,Lapras
41,44,33,31,45,96,Normal,,False,Meowth
65,31,82,54,53,40,Grass,Psychic,False,Exeggcute
37,70,29,75,39,37,Grass,Poison,False,Bellsprout
98,128,86,60,75,42,Fighting,,False,Machamp
54,61,63,86,78,39,Grass,Poison,False,Gloom
79,107,88,35,67,104,Normal,,False,Tauros
77,76,85,115,87,49,Grass,Poison,False,Vileplume
22,52,55,78,44,83,Water,,False,Staryu
41,52,65,58,59,41,Water,,False,Squirtle
48,82,60,50,64,102,Normal,,False,Raticate
165,124,59,56,111,24,Normal,,False,Snorlax
81,69,67,77,93,97,Fire,,False,Ninetales
114,120,134,36,40,44,Ground,Rock,False,Rhydon
61,104,74,68,45,99,Normal,Flying,False,Dodrio
85,100,87,74,77,76,Poison,Ground,False,Nidoqueen
51,117,56,26,124,89,Fighting,,False,Hitmonlee
42,82,50,75,62,84,Fire,,False,Ponyta
46,44,42,51,49,93,Electric,,False,Voltorb
84,93,137,109,110,86,Grass,Poison,False,VenusaurMega Venusaur
90,102,113,129,106,83,Water,,False,BlastoiseMega Blastoise
67,96,56,77,87,113,Fire,,False,Rapidash
80,97,80,89,77,79,Poison,Ground,False,Nidoking
66,107,67,79,74,102,Fire,,False,Rapidash
68,55,58,49,51,29,Fairy,,False,Clefairy
43,35,42,29,23,33,Bug,Poison,False,Kakuna
105,94,88,111,74,54,Grass,Psychic,False,Exeggutor
136,84,48,84,43,47,Normal,Fairy,False,Wigglytuff
99,94,91,71,88,67,Water,Fighting,False,Poliwrath
26,86,47,59,73,116,Ground,,False,Dugtrio
67,86,78,108,93,100,Fire,Flying,False,Charizard
42,46,61,98,124,89,Psychic,Fairy,False,Mr. Mime
53,81,66,71,71,80,Poison,,False,Arbok
63,55,72,175,105,122,Ghost,Poison,False,GengarMega Gengar
92,72,46,36,48,34,Poison,,False,Grimer
38,48,42,44,62,81,Electric,,False,Pikachu
44,73,52,38,60,63,Water,,False,Goldeen
43,21,52,28,17,28,Bug,,False,Metapod
36,36,60,84,63,46,Electric,Steel,False,Magnemite
55,128,106,64,76,80,Rock,Water,False,Kabutops
34,75,38,49,73,130,Ground,,False,Dugtrio
26,53,51,70,49,91,Water,,False,Staryu
89,58,76,70,76,31,Normal,,False,Lickitung
82,83,172,116,79,41,Water,Psychic,False,SlowbroMega Slowbro
54,65,58,37,47,45,Bug,Poison,False,Venonat
39,60,61,30,64,65,Water,,False,Goldeen
81,95,104,85,129,89,Ice,Flying,True,Articuno
101,107,74,102,83,87,Fire,,False,Arcanine
85,138,79,68,76,53,Fighting,,False,Machamp
65,50,62,98,88,33,Normal,,False,Porygon
43,64,37,59,53,44,Dragon,,False,Dratini
96,69,72,59,97,74,Water,Ice,False,Dewgong
70,95,77,107,83,104,Fire,Flying,False,Charizard
46,36,99,45,55,34,Ground,,False,Cubone
50,87,78,74,70,66,Poison,,False,Arbok
32,47,30,36,42,66,Normal,,False,Rattata
80,108,48,58,78,130,Rock,Flying,False,Aerodactyl
47,105,91,37,121,66,Fighting,,False,Hitmonchan
85,127,83,65,86,51,Fighting,,False,Machamp
43,28,45,23,21,50,Bug,Poison,False,Weedle
83,118,84,58,95,57,Fighting,,False,Machamp
53,84,91,55,48,40,Rock,Water,False,Kabuto
92,66,87,65,91,74,Water,Ice,False,Dewgong
99,102,84,128,57,67,Grass,Psychic,False,Exeggutor
53,110,81,26,118,74,Fighting,,False,Hitmonchan
131,78,77,89,102,58,Water,Ice,False,Lapras
86,76,56,37,27,29,Fighting,,False,Machop
79,71,96,32,31,12,Ground,Rock,False,Rhyhorn
67,89,56,100,80,93,Electric,,False,Raichu
31,57,45,53,68,36,Bug,Grass,False,Paras
40,24,52,43,56,104,Electric,,False,Voltorb
67,61,127,125,65,59,Rock,Water,False,Omastar
47,117,51,33,121,82,Fighting,,False,Hitmonlee
78,138,90,53,76,77,Bug,,False,Pinsir
90,136,69,71,88,48,Fighting,,False,Machamp
50,63,94,70,77,56,Water,,False,Wartortle
52,99,60,98,75,96,Electric,,False,Raichu
39,74,37,33,38,63,Fighting,,False,Mankey
80,102,78,44,49,52,Fighting,,False,Machoke
42,115,56,37,111,88,Fighting,,False,Hitmonlee
92,70,67,93,85,62,Fairy,,False,Clefable
39,91,53,71,69,92,Fire,,False,Ponyta
90,97,95,72,84,72,Water,Fighting,False,Poliwrath
39,60,46,47,48,21,Bug,Grass,False,Paras
104,122,81,60,96,87,Water,Flying,False,Gyarados
29,32,30,26,26,42,Bug,Poison,False,Weedle
102,83,90,113,76,56,Grass,Psychic,False,Exeggutor
64,149,120,66,78,115,Bug,Flying,False,PinsirMega Pinsir
45,45,47,80,78,20,Grass,Poison,False,Oddish
87,78,171,125,91,36,Water,Psychic,False,SlowbroMega Slowbro
40,27,22,14,16,45,Bug,Poison,False,Weedle
71,42,50,57,67,38,Water,,False,Seel
58,67,64,74,69,51,Grass,Poison,False,Gloom
130,76,47,118,99,69,Water,,False,Vaporeon
45,52,64,98,123,96,Psychic,Fairy,False,Mr. Mime
99,75,191,133,77,29,Water,Psychic,False,SlowbroMega Slowbro
38,46,38,52,59,87,Electric,,False,Pikachu
50,81,56,66,67,91,Normal,,False,Raticate
46,35,22,122,69,90,Psychic,,False,Kadabra
82,134,88,66,96,144,Rock,Flying,False,AerodactylMega Aerodactyl
51,19,49,36,16,32,Bug,,False,Metapod
100,156,97,68,138,75,Water,Dark,False,GyaradosMega Gyarados
67,90,80,110,82,53,Grass,Poison,False,Vileplume
39,53,44,30,29,56,Normal,Flying,False,Pidgey
53,89,89,67,69,36,Bug,Grass,False,Parasect
51,45,33,42,62,62,Fire,,False,Vulpix
92,78,90,119,75,120,Normal,Flying,False,PidgeotMega Pidgeot
251,1,6,32,103,54,Normal,,False,Chansey
19,16,17,102,65,92,Psychic,,False,Abra
94,98,75,131,64,44,Grass,Psychic,False,Exeggutor
62,90,87,110,87,100,Fire,Flying,False,Charizard
80,108,95,62,93,62,Water,Fighting,False,Poliwrath
76,88,77,108,93,83,Grass,Poison,False,Venusaur
68,46,50,42,78,48,Water,,False,Seel
83,90,94,66,88,77,Water,Fighting,False,Poliwrath
42,82,31,37,47,66,Fighting,,False,Mankey
14,38,71,88,62,42,Electric,Steel,False,Magnemite
66,110,73,84,83,95,Fire,,False,Rapidash
53,67,47,65,58,60,Fire,,False,Growlithe
40,79,70,32,48,54,Water,,False,Goldeen
96,97,83,48,77,92,Normal,,False,Kangaskhan
38,35,108,87,52,35,Rock,Water,False,Omanyte
110,81,87,31,92,75,Normal,,False,Kangaskhan
51,75,111,45,68,56,Ground,,False,Marowak
56,75,68,15,44,37,Ground,,False,Sandshrew
78,148,88,113,94,72,Dragon,Flying,False,Dragonite
92,102,99,89,111,112,Psychic,,False,Mew
79,90,57,60,83,71,Water,,False,Seaking
36,75,42,60,69,123,Ground,,False,Dugtrio
57,37,85,69,38,36,Grass,Psychic,False,Exeggcute
67,84,67,95,88,90,Electric,,False,Electabuzz
35,64,104,35,37,40,Water,,False,Shellder
89,91,83,19,34,22,Ground,Rock,False,Rhyhorn
56,53,62,172,90,148,Psychic,,False,AlakazamMega Alakazam
51,33,15,20,16,50,Bug,Poison,False,Weedle
102,63,179,139,69,41,Water,Psychic,False,SlowbroMega Slowbro
72,96,27,38,78,74,Bug,Poison,False,Beedrill
69,62,57,57,49,91,Water,,False,Poliwhirl
