HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Legendary,Name
29,28,74,79,41,40,Water,,False,Horsea
22,58,13,27,47,103,Ground,,False,Diglett
67,99,95,172,109,108,Fire,Flying,False,CharizardMega Charizard Y
48,82,122,45,52,38,Rock,Ground,False,Graveler
48,32,22,121,67,110,Psychic,,False,Kadabra
83,90,57,84,133,108,Water,Poison,False,Tentacruel
27,44,70,76,55,79,Water,,False,Staryu
64,88,118,136,131,72,Water,,False,BlastoiseMega Blastoise
88,85,180,131,73,30,Water,Psychic,False,SlowbroMega Slowbro
230,2,16,34,100,41,Normal,,False,Chansey
53,55,53,113,60,94,Ghost,Poison,False,Haunter
53,107,125,76,61,72,Rock,Water,False,Kabutops
88,100,62,165,129,84,Fire,Flying,False,CharizardMega Charizard Y
72,84,44,91,128,95,Water,Poison,False,Tentacruel
56,73,98,100,32,81,Water,,False,Seadra
96,53,90,92,94,71,Fairy,,False,Clefable
121,128,76,169,102,130,Psychic,,True,Mewtwo
20,75,90,42,41,54,Water,,False,Shellder
37,100,106,40,23,19,Rock,Ground,False,Geodude
71,96,44,83,62,105,Fire,,False,Magmar
66,108,26,38,94,77,Bug,Poison,False,Beedrill
44,88,87,38,9,44,Ground,,False,Sandshrew
42,74,86,20,25,44,Ground,,False,Sandshrew
58,94,129,86,54,51,Poison,,False,Weezing
42,37,33,50,17,51,Normal,Flying,False,Pidgey
19,78,35,33,53,62,Poison,,False,Ekans
68,46,38,57,62,52,Water,,False,Seel
36,44,34,105,58,114,Psychic,,False,Kadabra
67,64,42,156,66,107,Ghost,Poison,False,Gengar
69,67,51,46,59,105,Normal,,False,Raticate
86,97,130,120,109,71,Grass,Poison,False,VenusaurMega Venusaur
38,66,54,28,43,62,Normal,,False,Ditto
111,56,64,126,105,65,Water,,False,Vaporeon
73,79,53,33,25,15,Fighting,,False,Machop
61,47,110,50,44,37,Ground,,False,Cubone
25,50,71,57,60,72,Water,,False,Staryu
100,69,96,96,93,38,Water,Psychic,False,Slowbro
62,34,63,90,86,13,Grass,Poison,False,Oddish
80,119,69,111,82,92,Electric,Flying,True,Zapdos
78,99,84,176,103,95,Fire,Flying,False,CharizardMega Charizard Y
69,56,37,61,66,68,Fire,,False,Growlithe
59,64,53,64,76,53,Normal,Flying,False,Farfetch'd
20,42,56,96,48,55,Electric,Steel,False,Magnemite
71,73,86,112,91,117,Normal,Flying,False,PidgeotMega Pidgeot
101,59,69,112,80,51,Fairy,,False,Clefable
44,23,59,65,8,79,Water,,False,Horsea
56,50,59,114,91,138,Electric,,False,Jolteon
61,81,60,70,64,79,Poison,Flying,False,Golbat
33,64,118,41,31,23,Water,,False,Shellder
134,51,75,119,88,66,Water,,False,Vaporeon
54,87,50,96,84,114,Electric,,False,Raichu
55,98,52,103,36,59,Grass,Poison,False,Weepinbell
97,198,102,138,96,154,Psychic,Fighting,True,MewtwoMega Mewtwo X
83,107,58,89,77,76,Grass,Poison,False,Victreebel
155,75,53,94,42,44,Normal,Fairy,False,Wigglytuff
91,86,66,33,54,2,Water,Psychic,False,Slowpoke
76,84,77,86,94,69,Poison,Ground,False,Nidoqueen
63,79,89,109,29,90,Water,,False,Seadra
41,34,71,64,19,66,Water,,False,Horsea
56,60,18,28,36,41,Poison,,False,Nidoran♂
75,36,67,75,68,47,Normal,,False,Lickitung
72,69,74,79,88,115,Fire,,False,Ninetales
138,63,77,92,88,47,Water,Ice,False,Lapras
56,56,55,53,49,46,Grass,Poison,False,Bulbasaur
72,63,80,66,63,71,Poison,,False,Nidorina
50,47,104,56,38,40,Ground,,False,Cubone
168,102,70,72,107,26,Normal,,False,Snorlax
56,28,43,50,79,62,Fire,,False,Vulpix
32,60,41,52,45,99,Electric,,False,Pikachu
147,86,46,67,38,45,Normal,Fairy,False,Wigglytuff
45,61,57,36,33,40,Poison,Flying,False,Zubat
42,55,52,30,47,63,Water,,False,Goldeen
85,86,58,157,126,87,Fire,Flying,False,CharizardMega Charizard Y
45,114,74,48,117,66,Fighting,,False,Hitmonchan
51,101,84,29,127,65,Fighting,,False,Hitmonchan
90,87,64,58,89,80,Poison,Flying,False,Golbat
112,95,96,31,92,69,Normal,,False,Kangaskhan
45,15,63,16,35,46,Bug,Poison,False,Kakuna
100,106,100,92,102,120,Psychic,,False,Mew
74,60,78,35,75,61,Poison,,False,Nidorina
35,77,33,36,43,58,Fighting,,False,Mankey
72,47,30,38,72,42,Normal,,False,Eevee
54,61,71,58,67,36,Bug,Grass,False,Paras
4,56,8,27,54,88,Ground,,False,Diglett
41,19,10,125,69,119,Psychic,,False,Kadabra
52,28,36,17,16,46,Bug,Poison,False,Weedle
41,85,64,76,71,80,Fire,,False,Ponyta
60,108,60,84,73,115,Electric,,False,Raichu
67,86,87,102,53,72,Water,,False,Seadra
102,82,63,88,86,63,Fairy,,False,Clefable
95,120,85,78,116,82,Water,Flying,False,Gyarados
51,101,99,43,51,76,Water,,False,Kingler
69,116,100,28,57,96,Normal,,False,Tauros
42,47,59,190,97,168,Psychic,,False,AlakazamMega Alakazam
75,93,57,89,74,101,Normal,Flying,False,Pidgeot
56,69,46,34,19,58,Poison,,False,Nidoran♂
136,71,60,112,96,50,Water,,False,Vaporeon
51,89,47,53,66,108,Normal,Flying,False,Fearow
58,54,53,79,62,39,Grass,Poison,False,Gloom
87,97,92,134,89,99,Fire,Flying,True,Moltres
28,39,25,45,31,92,Normal,Flying,False,Spearow
70,91,49,94,105,106,Electric,,False,Electabuzz
21,73,63,38,46,35,Bug,Grass,False,Paras
74,91,106,91,82,81,Poison,,False,Weezing
32,45,60,70,65,70,Water,,False,Staryu
64,77,83,89,90,117,Water,Psychic,False,Starmie
27,42,68,67,11,56,Water,,False,Horsea
58,77,75,60,68,30,Bug,Grass,False,Parasect
41,43,59,84,126,77,Psychic,Fairy,False,Mr. Mime
241,8,6,42,129,52,Normal,,False,Chansey
64,144,108,46,99,115,Bug,Flying,False,PinsirMega Pinsir
26,65,62,63,57,40,Grass,Poison,False,Oddish
92,91,86,98,123,90,Ice,Flying,True,Articuno
57,33,55,78,55,67,Water,,False,Psyduck
54,34,43,71,87,40,Grass,Poison,False,Oddish
43,111,77,26,125,89,Fighting,,False,Hitmonchan
89,97,69,84,62,74,Water,,False,Golduck
35,80,50,55,58,127,Ground,,False,Dugtrio
64,143,53,6,83,127,Bug,Poison,False,BeedrillMega Beedrill
74,89,71,139,75,111,Normal,Flying,False,PidgeotMega Pidgeot
67,81,59,81,63,96,Fire,,False,Charmeleon
11,55,9,36,54,100,Ground,,False,Diglett
66,70,52,72,50,71,Fire,,False,Charmeleon
65,69,81,99,88,48,Grass,Poison,False,Vileplume
41,82,63,45,47,75,Water,,False,Goldeen
54,121,86,70,93,124,Bug,Flying,False,Scyther
66,56,71,72,87,137,Electric,,False,Electrode
85,85,71,89,128,92,Water,Poison,False,Tentacruel
32,119,75,13,25,55,Water,,False,Krabby
265,3,1,29,122,34,Normal,,False,Chansey
69,1,56,21,21,30,Bug,,False,Metapod
83,106,105,56,66,80,Ground,,False,Sandslash
38,33,35,36,45,85,Water,,False,Poliwag
96,157,107,69,127,84,Water,Dark,False,GyaradosMega Gyarados
113,133,91,54,85,104,Normal,,False,KangaskhanMega Kangaskhan
47,85,37,28,43,63,Fighting,,False,Mankey
70,71,105,81,36,81,Water,,False,Seadra
72,107,68,51,66,41,Fighting,,False,Machoke
35,41,23,20,31,45,Bug,Poison,False,Weedle
30,70,36,42,68,45,Poison,,False,Ekans
75,91,92,89,110,91,Grass,Poison,False,Venusaur
25,46,37,33,50,105,Electric,,False,Pikachu
58,142,114,56,91,119,Bug,Flying,False,PinsirMega Pinsir
35,59,61,78,41,12,Grass,Poison,False,Oddish
91,99,90,119,87,94,Fire,Flying,True,Moltres
88,95,79,75,76,92,Poison,Ground,False,Nidoking
55,92,34,63,71,54,Bug,Poison,False,Beedrill
58,43,54,107,124,74,Psychic,Fairy,False,Mr. Mime
25,35,30,121,83,112,Psychic,,False,Kadabra
49,58,62,86,84,44,Normal,,False,Porygon
80,77,80,45,60,61,Fighting,,False,Machoke
93,113,75,102,85,108,Fire,,False,Arcanine
93,83,105,47,100,57,Water,Fighting,False,Poliwrath
81,126,77,54,94,145,Rock,Flying,False,AerodactylMega Aerodactyl
48,45,25,115,69,123,Psychic,,False,Kadabra
26,32,47,69,68,93,Electric,,False,Voltorb
84,128,121,50,71,41,Rock,Ground,False,Golem
27,62,96,52,18,11,Rock,Ground,False,Geodude
64,98,66,69,96,60,Water,,False,Seaking
36,57,84,88,78,62,Water,,False,Wartortle
58,70,46,61,48,62,Normal,Flying,False,Farfetch'd
72,108,62,54,52,116,Normal,Flying,False,Dodrio
51,62,59,85,61,41,Grass,Poison,False,Gloom
51,98,60,44,49,40,Fighting,,False,Machop
35,38,40,59,37,76,Water,,False,Poliwag
69,77,70,71,69,65,Water,,False,Wartortle
47,70,94,124,63,67,Electric,Steel,False,Magneton
56,81,62,94,86,111,Electric,,False,Electabuzz
61,102,80,91,68,93,Fire,,False,Rapidash
75,103,131,115,131,66,Grass,Poison,False,VenusaurMega Venusaur
77,132,79,72,93,131,Rock,Flying,False,AerodactylMega Aerodactyl
58,74,87,85,91,103,Water,Psychic,False,Starmie
51,72,79,172,94,132,Ghost,Poison,False,GengarMega Gengar
33,24,80,51,34,44,Water,,False,Horsea
64,77,50,65,39,64,Poison,,False,Nidorino
69,93,86,144,96,109,Normal,Flying,False,PidgeotMega Pidgeot
51,62,70,74,41,83,Fire,,False,Charmeleon
33,39,19,29,28,52,Poison,Flying,False,Zubat
62,93,61,94,100,77,Grass,Poison,False,Victreebel
45,57,49,58,50,55,Water,,False,Psyduck
66,59,68,62,31,97,Water,,False,Poliwhirl
253,5,14,39,92,67,Normal,,False,Chansey
59,162,119,58,97,105,Bug,Flying,False,PinsirMega Pinsir
40,63,62,75,75,69,Grass,Poison,False,Ivysaur
75,80,123,55,65,41,Ground,,False,Marowak
58,97,49,51,72,68,Bug,Poison,False,Beedrill
90,64,183,114,77,31,Water,Psychic,False,SlowbroMega Slowbro
42,75,79,97,72,21,Normal,,False,Porygon
51,105,60,52,115,79,Fighting,,False,Hitmonchan
71,57,57,39,50,33,Poison,,False,Nidoran♀
48,59,60,53,82,51,Psychic,,False,Drowzee
29,38,28,112,46,68,Ghost,Poison,False,Gastly
91,107,90,161,90,131,Psychic,,True,Mewtwo
75,95,53,85,66,96,Poison,Flying,False,Golbat
91,96,90,124,93,86,Electric,Flying,True,Zapdos
48,41,17,30,9,50,Bug,Poison,False,Weedle
44,61,51,15,22,46,Normal,Flying,False,Pidgey
103,156,63,198,120,140,Psychic,,True,MewtwoMega Mewtwo Y
24,87,86,63,39,56,Rock,Water,False,Kabuto
84,143,52,27,78,125,Bug,Poison,False,BeedrillMega Beedrill
21,56,19,22,54,54,Normal,,False,Rattata
74,101,53,63,62,90,Normal,Flying,False,Dodrio
67,48,44,39,56,48,Normal,,False,Ditto
58,56,35,75,55,54,Fire,,False,Growlithe
116,150,109,47,124,79,Water,Dark,False,GyaradosMega Gyarados
77,109,56,89,76,75,Grass,Poison,False,Victreebel
95,110,90,25,45,35,Ground,Rock,False,Rhyhorn
27,59,35,48,63,110,Electric,,False,Pikachu
75,125,93,61,83,114,Bug,Flying,False,Scyther
94,91,77,121,75,62,Grass,Psychic,False,Exeggutor
83,59,130,132,71,73,Rock,Water,False,Omastar
83,79,42,49,43,29,Poison,,False,Grimer
55,92,63,66,63,103,Normal,Flying,False,Fearow
58,63,108,111,46,50,Grass,,False,Tangela
31,82,60,56,64,123,Ground,,False,Dugtrio
71,48,54,101,99,121,Electric,,False,Jolteon
71,118,94,108,99,82,Fire,,False,Arcanine
32,83,37,54,67,66,Normal,Flying,False,Farfetch'd
73,68,68,38,52,31,Water,Psychic,False,Slowpoke
97,83,66,74,62,110,Normal,Flying,False,Pidgeot
63,98,63,82,59,97,Poison,Flying,False,Golbat
64,60,99,99,95,79,Grass,Poison,False,Venusaur
69,103,113,35,56,74,Ground,,False,Sandslash
85,80,97,74,84,102,Fire,,False,Ninetales
107,89,107,99,116,83,Ice,Flying,True,Articuno
59,122,116,84,67,96,Rock,Water,False,Kabutops
44,15,72,83,65,40,Electric,Steel,False,Magnemite
42,39,40,18,31,44,Bug,,False,Caterpie
77,86,69,71,64,112,Normal,Flying,False,Pidgeot
62,74,116,96,32,94,Water,,False,Seadra
66,75,60,80,56,104,Normal,Flying,False,Fearow
28,45,35,19,9,54,Bug,,False,Caterpie
70,59,71,51,58,111,Normal,,False,Persian
145,95,62,96,81,39,Water,Ice,False,Lapras
26,90,74,39,38,32,Bug,Grass,False,Paras
85,118,88,103,101,74,Dragon,Flying,False,Dragonite
56,35,68,187,101,142,Psychic,,False,AlakazamMega Alakazam
61,50,37,64,69,32,Fairy,,False,Clefairy
160,102,53,63,124,40,Normal,,False,Snorlax
41,73,28,18,44,89,Normal,Flying,False,Doduo
65,71,70,78,65,46,Grass,Poison,False,Gloom
70,62,48,52,54,31,Bug,Poison,False,Venonat
59,74,64,46,76,109,Normal,,False,Persian
88,91,70,77,81,88,Poison,Ground,False,Nidoqueen
23,23,2,111,48,98,Psychic,,False,Abra
39,47,74,41,73,40,Water,,False,Squirtle
50,39,107,122,77,79,Electric,Steel,False,Magneton
96,123,103,69,94,104,Normal,,False,KangaskhanMega Kangaskhan
61,82,72,61,72,72,Dragon,,False,Dragonair
100,96,82,62,115,52,Poison,,False,Muk
75,129,85,67,102,157,Rock,Flying,False,AerodactylMega Aerodactyl
83,138,83,68,86,61,Fighting,,False,Machamp
28,66,29,64,66,70,Fire,,False,Charmander
88,71,70,42,78,108,Normal,,False,Persian
83,53,131,119,70,66,Rock,Water,False,Omastar
55,91,50,41,39,22,Fighting,,False,Machop
90,105,83,53,62,113,Bug,Flying,False,Scyther
38,94,81,60,43,60,Rock,Water,False,Kabuto
28,46,23,100,35,78,Ghost,Poison,False,Gastly
3,1,7,134,57,91,Psychic,,False,Abra
72,75,58,101,134,85,Water,Poison,False,Tentacruel
36,48,50,32,53,58,Water,,False,Squirtle
44,25,46,56,115,66,Water,Poison,False,Tentacool
56,28,52,34,32,26,Bug,,False,Metapod
107,90,99,93,97,107,Psychic,,False,Mew
49,75,99,55,77,59,Water,,False,Wartortle
36,52,36,23,44,66,Normal,,False,Rattata
58,83,61,105,74,104,Electric,,False,Raichu
89,84,101,26,20,30,Ground,Rock,False,Rhyhorn
84,50,75,69,80,12,Normal,,False,Lickitung
45,70,31,74,38,70,Fire,,False,Growlithe
92,109,74,109,83,108,Fire,,False,Arcanine
74,70,41,86,64,77,Fire,,False,Charmeleon
55,138,106,35,77,92,Bug,,False,Pinsir
119,74,81,46,75,95,Normal,,False,Kangaskhan
42,74,65,90,89,106,Electric,,False,Electabuzz
62,76,56,66,78,109,Normal,,False,Persian
83,84,52,74,84,74,Water,,False,Seaking
80,155,63,203,134,136,Psychic,,True,MewtwoMega Mewtwo Y
56,81,44,62,65,95,Fire,,False,Ponyta
49,44,60,42,60,24,Normal,,False,Ditto
40,24,16,102,27,87,Ghost,Poison,False,Gastly
38,37,160,37,40,73,Rock,Ground,False,Onix
54,108,162,74,33,57,Water,Ice,False,Cloyster
50,93,83,80,79,24,Bug,Grass,False,Parasect
41,30,24,127,73,105,Psychic,,False,Kadabra
39,118,43,24,95,95,Fighting,,False,Hitmonlee
73,129,116,110,79,99,Fire,Dragon,False,CharizardMega Charizard X
76,43,127,119,60,33,Rock,Water,False,Omastar
39,36,46,64,89,77,Water,Poison,False,Tentacool
56,74,69,1,37,45,Ground,,False,Sandshrew
11,20,59,9,15,84,Water,,False,Magikarp
71,111,85,73,63,96,Bug,Flying,False,Scyther
42,22,54,32,33,36,Bug,Poison,False,Kakuna
59,46,56,51,58,47,Normal,,False,Ditto
44,68,28,72,36,51,Grass,Poison,False,Bellsprout
97,146,73,191,119,141,Psychic,,True,MewtwoMega Mewtwo Y
71,101,53,62,72,68,Dragon,,False,Dragonair
78,70,61,59,69,81,Poison,Flying,False,Golbat
87,113,65,60,94,128,Rock,Flying,False,Aerodactyl
66,125,108,140,67,116,Fire,Dragon,False,CharizardMega Charizard X
47,50,34,33,91,54,Psychic,,False,Drowzee
42,48,41,50,78,51,Psychic,,False,Drowzee
62,54,80,84,57,106,Bug,Poison,False,Venomoth
71,119,71,75,72,130,Rock,Flying,False,Aerodactyl
72,93,50,20,13,17,Fighting,,False,Machop
33,90,75,71,23,59,Rock,Water,False,Kabuto
69,51,70,47,40,49,Grass,Psychic,False,Exeggcute
100,122,90,45,99,89,Water,Flying,False,Gyarados
105,129,134,28,49,41,Ground,Rock,False,Rhydon
58,65,47,68,59,63,Normal,Flying,False,Pidgeotto
60,55,52,138,76,92,Ghost,Poison,False,Gengar
81,123,67,50,72,117,Bug,Flying,False,Scyther
147,72,40,87,46,43,Normal,Fairy,False,Wigglytuff
41,54,55,45,74,68,Normal,Flying,False,Farfetch'd
43,63,42,36,62,32,Bug,Grass,False,Paras
53,90,105,43,54,37,Rock,Ground,False,Graveler
31,59,59,51,67,41,Water,,False,Squirtle
84,98,63,62,79,64,Water,,False,Seaking
45,90,179,80,41,89,Water,Ice,False,Cloyster
63,76,61,60,48,57,Poison,,False,Nidorino
47,41,41,134,88,115,Psychic,,False,Alakazam
30,33,103,79,66,33,Rock,Water,False,Omanyte
65,36,22,135,50,109,Ghost,Poison,False,Haunter
54,91,65,43,94,81,Poison,,False,Arbok
75,117,51,107,82,94,Fire,,False,Magmar
64,62,70,53,46,105,Water,,False,Poliwhirl
41,43,49,56,48,58,Poison,,False,Ekans
69,89,48,108,91,82,Electric,,False,Raichu
63,104,73,67,74,77,Fire,,False,Ponyta
61,92,122,73,70,61,Poison,,False,Weezing
84,85,50,43,31,25,Poison,,False,Grimer
101,161,108,64,121,85,Water,Dark,False,GyaradosMega Gyarados
134,47,72,96,96,80,Water,,False,Vaporeon
40,45,62,73,70,30,Grass,Poison,False,Oddish
40,22,51,61,52,104,Electric,,False,Voltorb
40,102,79,48,105,82,Fighting,,False,Hitmonchan
149,105,59,55,111,31,Normal,,False,Snorlax
85,111,108,49,50,118,Normal,,False,Tauros
34,40,103,96,57,25,Rock,Water,False,Omanyte
63,82,54,37,40,29,Fighting,,False,Machop
70,100,62,51,79,80,Normal,Flying,False,Fearow
69,55,102,118,66,44,Rock,Water,False,Omastar
66,129,95,70,45,89,Rock,Water,False,Kabutops
54,61,58,136,65,98,Ghost,Poison,False,Gengar
94,109,105,44,54,75,Ground,,False,Sandslash
41,43,25,123,61,112,Psychic,,False,Kadabra
67,54,46,58,62,36,Fairy,,False,Clefairy
41,42,48,47,107,74,Water,Poison,False,Tentacool
61,50,63,175,96,118,Ghost,Poison,False,GengarMega Gengar
52,68,66,79,80,50,Grass,Poison,False,Gloom
58,106,111,61,55,79,Rock,Water,False,Kabutops
70,130,93,59,83,158,Rock,Flying,False,AerodactylMega Aerodactyl
141,63,79,113,92,63,Water,,False,Vaporeon
50,71,63,107,76,103,Electric,,False,Electabuzz
13,82,28,32,29,63,Normal,,False,Rattata
138,70,38,85,48,39,Normal,Fairy,False,Wigglytuff
54,90,91,62,108,90,Fire,,False,Ninetales
60,52,65,103,78,132,Electric,,False,Jolteon
42,61,34,43,44,49,Poison,,False,Nidoran♂
47,87,38,51,54,45,Grass,Poison,False,Bellsprout
74,82,44,43,40,24,Poison,,False,Grimer
77,66,69,70,102,108,Fire,,False,Ninetales
72,112,85,75,73,88,Poison,Ground,False,Nidoking
48,55,39,37,51,48,Poison,,False,Nidoran♀
42,62,70,58,56,29,Grass,Poison,False,Oddish
50,58,46,54,71,57,Normal,,False,Eevee
61,122,54,105,100,66,Fire,,False,Flareon
72,78,54,60,85,80,Poison,,False,Arbok
50,52,39,71,46,62,Water,,False,Psyduck
47,70,64,73,49,74,Fire,,False,Charmeleon
38,109,96,27,15,40,Water,,False,Krabby
64,108,62,87,65,99,Electric,,False,Raichu
82,115,78,44,76,90,Bug,Flying,False,Scyther
98,121,117,53,75,27,Rock,Ground,False,Golem
62,49,48,90,67,55,Bug,Flying,False,Butterfree
81,89,79,102,88,95,Fire,Flying,False,Charizard
60,47,43,68,60,71,Water,,False,Psyduck
78,103,113,132,114,90,Water,,False,BlastoiseMega Blastoise
69,100,96,51,64,78,Rock,Water,False,Kabutops
41,40,46,40,46,60,Normal,,False,Eevee
75,120,110,59,62,83,Rock,Water,False,Kabutops
30,52,31,15,25,59,Normal,Flying,False,Pidgey
68,53,51,70,67,65,Grass,Poison,False,Ivysaur
40,49,146,27,55,78,Rock,Ground,False,Onix
69,75,116,51,82,38,Ground,,False,Marowak
56,35,43,50,48,78,Normal,,False,Meowth
63,112,83,53,57,117,Normal,Flying,False,Dodrio
46,52,27,30,61,56,Normal,,False,Ditto
24,99,90,33,49,52,Rock,Water,False,Kabuto
61,67,53,43,58,67,Normal,Flying,False,Pidgeotto
48,68,42,64,50,61,Dragon,,False,Dratini
68,85,62,77,62,91,Fighting,,False,Primeape
56,55,72,68,33,71,Poison,,False,Nidorino
36,69,99,68,13,37,Water,,False,Shellder
91,143,126,56,116,93,Water,Dark,False,GyaradosMega Gyarados
92,147,98,30,55,48,Ground,Rock,False,Rhydon
67,110,77,61,74,111,Bug,Flying,False,Scyther
78,81,60,108,68,81,Bug,Poison,False,Venomoth
49,84,95,26,12,40,Ground,,False,Sandshrew
75,51,105,92,42,70,Grass,,False,Tangela
63,107,42,99,103,87,Fire,,False,Magmar
107,62,77,85,90,62,Fairy,,False,Clefable
75,66,62,33,60,1,Water,Psychic,False,Slowpoke
94,92,76,132,63,68,Grass,Psychic,False,Exeggutor
95,121,97,106,88,85,Fire,,False,Arcanine
74,100,66,91,75,73,Water,,False,Golduck
19,9,74,1,1,86,Water,,False,Magikarp
53,79,53,85,62,93,Fire,,False,Ponyta
97,101,82,118,79,95,Electric,Flying,True,Zapdos
110,121,115,47,45,45,Ground,Rock,False,Rhydon
99,85,113,106,113,91,Psychic,,False,Mew
79,85,45,104,77,110,Fire,,False,Magmar
42,67,94,77,70,92,Water,,False,Seadra
116,104,94,30,83,92,Normal,,False,Kangaskhan
102,108,82,157,107,138,Psychic,,True,Mewtwo
56,93,71,50,88,91,Normal,,False,Raticate
44,44,25,90,23,70,Ghost,Poison,False,Gastly
131,65,71,101,87,70,Water,,False,Vaporeon
32,53,32,92,20,81,Ghost,Poison,False,Gastly
93,85,74,68,68,77,Poison,Ground,False,Nidoqueen
85,96,118,141,113,77,Water,,False,BlastoiseMega Blastoise
81,145,117,67,137,63,Water,Dark,False,GyaradosMega Gyarados
60,87,180,73,37,47,Water,Ice,False,Cloyster
77,114,71,66,66,141,Rock,Flying,False,Aerodactyl
111,130,64,44,83,87,Water,Flying,False,Gyarados
48,50,54,72,69,38,Normal,,False,Porygon
87,156,40,3,81,154,Bug,Poison,False,BeedrillMega Beedrill
42,86,120,38,68,24,Rock,Ground,False,Graveler
60,130,97,138,104,92,Fire,Dragon,False,CharizardMega Charizard X
68,80,50,47,54,66,Poison,,False,Nidorino
84,91,100,102,68,15,Water,Psychic,False,Slowbro
47,38,72,54,32,58,Grass,Psychic,False,Exeggcute
33,71,82,15,33,44,Ground,,False,Sandshrew
61,93,118,91,75,52,Poison,,False,Weezing
53,33,37,129,68,106,Psychic,,False,Kadabra
38,77,109,33,30,13,Rock,Ground,False,Geodude
33,39,70,67,21,65,Water,,False,Horsea
49,22,18,126,54,121,Psychic,,False,Kadabra
95,73,175,129,80,38,Water,Psychic,False,SlowbroMega Slowbro
35,60,69,33,64,55,Water,,False,Squirtle
14,18,15,110,57,96,Psychic,,False,Abra
91,69,61,108,96,45,Fairy,,False,Clefable
72,103,110,119,127,59,Grass,Poison,False,VenusaurMega Venusaur
37,67,114,56,86,68,Ground,,False,Marowak
120,88,86,98,106,52,Water,Ice,False,Lapras
61,59,63,88,78,73,Grass,Poison,False,Ivysaur
54,116,61,54,69,112,Fighting,,False,Primeape
53,54,61,87,62,20,Grass,Poison,False,Oddish
53,35,87,41,67,21,Ground,,False,Cubone
48,81,108,112,63,57,Water,,False,Seadra
56,65,70,69,67,150,Electric,,False,Electrode
95,74,116,95,78,32,Water,Psychic,False,Slowbro
96,95,55,82,81,65,Grass,Poison,False,Victreebel
18,58,22,31,28,55,Normal,,False,Rattata
49,64,45,45,50,67,Water,,False,Goldeen
50,64,67,88,59,77,Fire,,False,Charmeleon
35,80,62,38,51,58,Water,,False,Goldeen
48,62,86,75,75,31,Normal,,False,Porygon
41,35,26,91,25,88,Ghost,Poison,False,Gastly
74,92,79,113,77,99,Fire,Flying,False,Charizard
141,67,46,72,46,43,Normal,Fairy,False,Wigglytuff
7,32,27,34,51,100,Ground,,False,Diglett
69,86,77,58,77,38,Bug,Grass,False,Parasect
141,79,51,80,45,39,Normal,Fairy,False,Wigglytuff
119,129,89,71,84,83,Normal,,False,KangaskhanMega Kangaskhan
30,71,105,43,22,34,Water,,False,Shellder
63,130,23,6,96,153,Bug,Poison,False,BeedrillMega Beedrill
51,108,72,70,78,87,Bug,Flying,False,Scyther
101,123,93,46,114,92,Normal,,False,KangaskhanMega Kangaskhan
70,153,99,49,54,82,Water,,False,Kingler
58,100,50,85,85,105,Fire,,False,Rapidash
59,43,90,52,60,32,Ground,,False,Cubone
38,70,85,22,37,44,Ground,,False,Sandshrew
38,62,86,70,50,34,Poison,,False,Koffing
45,62,27,36,38,82,Normal,,False,Meowth
59,51,56,101,65,26,Grass,Poison,False,Gloom
95,68,74,91,106,70,Psychic,,False,Hypno
43,27,53,48,59,114,Electric,,False,Voltorb
6,35,51,86,67,66,Electric,Steel,False,Magnemite
67,95,75,99,78,68,Grass,Poison,False,Victreebel
71,53,42,49,63,27,Bug,Poison,False,Venonat
60,57,65,44,59,64,Normal,Flying,False,Pidgeotto
67,151,26,3,83,134,Bug,Poison,False,BeedrillMega Beedrill
51,106,81,82,42,96,Normal,Flying,False,Fearow
31,57,39,29,22,51,Poison,,False,Nidoran♂
27,46,60,85,121,106,Psychic,Fairy,False,Mr. Mime
64,116,113,67,68,67,Rock,Water,False,Kabutops
75,95,124,96,64,56,Poison,,False,Weezing
105,155,109,54,123,77,Water,Dark,False,GyaradosMega Gyarados
60,97,100,56,75,3,Bug,Grass,False,Parasect
66,44,30,73,51,32,Fairy,,False,Clefairy
90,51,73,45,78,21,Normal,,False,Lickitung
28,58,40,42,36,69,Ground,,False,Diglett
78,43,67,132,75,101,Ghost,Poison,False,Gengar
59,87,139,80,63,71,Poison,,False,Weezing
56,75,110,81,44,75,Water,,False,Seadra
143,70,65,74,32,34,Normal,Fairy,False,Wigglytuff
26,62,33,32,28,72,Normal,,False,Rattata
58,83,46,51,65,77,Bug,Poison,False,Beedrill
131,101,76,68,81,54,Water,Ice,False,Lapras
65,119,99,32,37,61,Ground,,False,Sandslash
64,110,66,48,58,104,Fighting,,False,Primeape
53,74,56,79,57,82,Fire,,False,Ponyta
40,57,50,78,60,35,Grass,Poison,False,Oddish
35,68,38,36,46,89,Normal,,False,Meowth
58,64,44,61,76,16,Grass,Poison,False,Oddish
52,56,54,25,32,62,Poison,,False,Nidoran♀
81,73,41,48,54,28,Poison,,False,Grimer
78,103,89,98,83,94,Fire,Flying,False,Charizard
63,123,71,62,48,112,Normal,Flying,False,Dodrio
105,94,99,63,73,72,Water,Fighting,False,Poliwrath
95,72,81,112,84,126,Normal,Flying,False,PidgeotMega Pidgeot
22,35,28,25,60,106,Ground,,False,Diglett
86,99,71,57,69,59,Water,,False,Seaking
62,109,68,79,70,99,Fire,,False,Rapidash
27,34,167,17,47,59,Rock,Ground,False,Onix
34,106,26,42,22,55,Normal,Flying,False,Doduo
77,87,81,89,97,71,Grass,Poison,False,Venusaur
