HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Legendary,Name
39,35,35,16,24,46,Bug,,False,Caterpie
55,92,63,66,63,103,Normal,Flying,False,Fearow
72,80,80,108,91,59,Grass,Poison,False,Vileplume
58,38,62,87,83,67,Bug,Flying,False,Butterfree
79,136,103,133,83,100,Fire,Dragon,False,CharizardMega Charizard X
85,85,105,20,30,20,Ground,Rock,False,Rhyhorn
47,66,88,100,45,94,Water,,False,Seadra
50,46,57,52,56,57,Grass,Poison,False,Bulbasaur
40,105,86,39,112,73,Fighting,,False,Hitmonchan
66,55,80,177,85,137,Ghost,Poison,False,GengarMega Gengar
64,78,82,80,97,104,Fire,,False,Ninetales
36,73,43,41,58,49,Dragon,,False,Dratini
71,134,106,134,94,95,Fire,Dragon,False,CharizardMega Charizard X
107,104,68,59,107,55,Poison,,False,Muk
70,82,47,32,43,31,Fighting,,False,Machop
60,57,76,79,80,43,Normal,,False,Porygon
66,109,50,61,72,97,Fighting,,False,Primeape
88,141,79,57,101,74,Water,Flying,False,Gyarados
99,73,110,102,85,21,Water,Psychic,False,Slowbro
80,107,97,29,74,103,Normal,,False,Tauros
86,136,82,67,97,147,Rock,Flying,False,AerodactylMega Aerodactyl
94,94,97,79,82,64,Water,Fighting,False,Poliwrath
59,86,60,35,69,104,Normal,,False,Raticate
68,82,43,94,45,58,Grass,Poison,False,Weepinbell
69,70,52,113,96,125,Electric,,False,Jolteon
29,80,88,60,39,59,Rock,Water,False,Kabuto
64,116,113,67,68,67,Rock,Water,False,Kabutops
67,134,59,82,118,65,Fire,,False,Flareon
23,64,39,32,31,64,Normal,,False,Rattata
58,83,73,25,28,33,Ground,,False,Sandshrew
72,137,103,130,94,98,Fire,Dragon,False,CharizardMega Charizard X
39,71,88,62,51,29,Poison,,False,Koffing
41,53,26,21,44,60,Poison,Flying,False,Zubat
61,96,64,106,84,84,Fire,,False,Magmar
48,36,32,41,106,72,Water,Poison,False,Tentacool
60,63,64,136,66,111,Ghost,Poison,False,Gengar
88,66,78,55,72,26,Normal,,False,Lickitung
77,76,93,40,37,22,Ground,Rock,False,Rhyhorn
81,96,63,57,84,69,Water,,False,Seaking
59,96,75,76,80,114,Fire,,False,Rapidash
32,69,97,65,35,42,Poison,,False,Koffing
14,18,15,110,57,96,Psychic,,False,Abra
40,58,27,27,39,62,Normal,,False,Rattata
59,47,48,56,75,40,Water,,False,Seel
88,100,66,109,66,61,Grass,Poison,False,Victreebel
57,50,39,119,91,99,Ice,Psychic,False,Jynx
79,84,76,93,82,86,Water,,False,Golduck
68,93,120,89,61,59,Poison,,False,Weezing
43,33,59,17,25,28,Bug,Poison,False,Kakuna
59,71,90,19,22,39,Ground,,False,Sandshrew
67,96,33,52,73,74,Bug,Poison,False,Beedrill
79,122,120,62,61,51,Rock,Ground,False,Golem
92,63,66,68,75,21,Normal,,False,Lickitung
56,63,114,101,46,55,Grass,,False,Tangela
42,29,34,121,68,106,Psychic,,False,Kadabra
32,49,151,37,53,63,Rock,Ground,False,Onix
45,54,38,60,56,56,Fire,,False,Charmander
62,113,82,56,87,100,Bug,Flying,False,Scyther
16,14,22,113,57,88,Psychic,,False,Abra
88,77,72,110,81,106,Fire,Flying,False,Charizard
47,72,55,31,48,67,Water,,False,Goldeen
61,60,60,169,95,145,Psychic,,False,AlakazamMega Alakazam
60,95,119,85,70,61,Poison,,False,Weezing
62,53,51,43,60,80,Normal,Flying,False,Pidgeotto
63,84,59,29,37,33,Fighting,,False,Machop
69,81,59,63,63,85,Dragon,,False,Dragonair
72,62,60,105,102,124,Electric,,False,Jolteon
62,57,61,55,50,100,Water,,False,Poliwhirl
74,92,79,113,77,99,Fire,Flying,False,Charizard
84,50,79,62,79,31,Normal,,False,Lickitung
51,93,118,48,42,38,Rock,Ground,False,Graveler
83,134,80,70,79,59,Fighting,,False,Machamp
64,58,48,125,92,113,Psychic,,False,Alakazam
48,21,32,25,20,49,Bug,,False,Caterpie
30,37,31,95,36,81,Ghost,Poison,False,Gastly
55,47,78,54,54,37,Grass,Psychic,False,Exeggcute
79,108,72,77,79,90,Poison,Ground,False,Nidoking
35,60,61,35,59,70,Water,,False,Goldeen
44,105,174,77,47,78,Water,Ice,False,Cloyster
76,98,91,37,67,121,Normal,,False,Tauros
52,77,53,59,66,106,Normal,,False,Raticate
82,85,78,112,81,52,Grass,Poison,False,Vileplume
67,91,81,65,73,28,Bug,Grass,False,Parasect
79,90,86,97,98,75,Grass,Poison,False,Venusaur
78,127,107,138,89,95,Fire,Dragon,False,CharizardMega Charizard X
58,55,102,101,41,83,Water,,False,Seadra
78,103,113,132,114,90,Water,,False,BlastoiseMega Blastoise
97,156,103,72,135,77,Water,Dark,False,GyaradosMega Gyarados
56,50,59,82,68,80,Bug,Flying,False,Butterfree
38,27,24,106,27,88,Ghost,Poison,False,Gastly
114,45,21,36,28,26,Normal,Fairy,False,Jigglypuff
97,123,73,57,107,83,Water,Flying,False,Gyarados
79,79,66,85,94,102,Fire,,False,Ninetales
68,60,63,87,78,39,Grass,Poison,False,Gloom
60,41,39,56,46,46,Normal,,False,Ditto
41,73,42,24,53,72,Fighting,,False,Mankey
104,129,124,43,42,43,Ground,Rock,False,Rhydon
18,36,71,95,52,53,Electric,Steel,False,Magnemite
32,23,79,100,53,38,Electric,Steel,False,Magnemite
28,46,23,100,35,78,Ghost,Poison,False,Gastly
63,77,65,68,58,109,Normal,,False,Persian
79,111,70,55,75,125,Rock,Flying,False,Aerodactyl
107,96,84,36,84,83,Normal,,False,Kangaskhan
26,6,50,13,16,89,Water,,False,Magikarp
48,18,39,27,23,40,Bug,,False,Caterpie
42,41,35,45,37,90,Normal,,False,Meowth
67,83,77,78,97,103,Fire,,False,Ninetales
40,82,105,33,27,13,Rock,Ground,False,Geodude
77,79,65,69,116,77,Psychic,,False,Hypno
96,151,114,67,126,86,Water,Dark,False,GyaradosMega Gyarados
49,94,114,42,53,38,Rock,Ground,False,Graveler
48,36,20,20,17,54,Bug,Poison,False,Weedle
67,90,58,101,89,90,Fire,,False,Magmar
37,33,74,70,20,61,Water,,False,Horsea
47,44,64,98,118,89,Psychic,Fairy,False,Mr. Mime
62,43,45,146,89,115,Psychic,,False,Alakazam
46,81,33,68,26,46,Grass,Poison,False,Bellsprout
62,43,44,138,101,112,Psychic,,False,Alakazam
85,142,89,107,98,79,Dragon,Flying,False,Dragonite
1,56,34,26,50,100,Ground,,False,Diglett
86,100,81,78,78,82,Poison,Ground,False,Nidoqueen
84,96,90,80,76,79,Poison,Ground,False,Nidoqueen
92,75,79,59,99,71,Water,Ice,False,Dewgong
51,68,61,52,58,62,Normal,Flying,False,Farfetch'd
56,43,87,49,52,33,Ground,,False,Cubone
59,55,58,33,53,47,Bug,Poison,False,Venonat
57,59,53,143,74,114,Ghost,Poison,False,Gengar
47,13,54,26,26,39,Bug,,False,Metapod
43,56,31,34,34,64,Normal,Flying,False,Spearow
46,85,25,62,38,44,Grass,Poison,False,Bellsprout
48,61,33,45,45,41,Poison,,False,Nidoran♂
93,83,90,131,64,59,Grass,Psychic,False,Exeggutor
86,97,79,88,64,91,Poison,Ground,False,Nidoking
53,67,47,65,58,60,Fire,,False,Growlithe
32,30,42,58,94,79,Water,Poison,False,Tentacool
59,71,29,70,23,48,Grass,Poison,False,Bellsprout
42,42,106,78,60,27,Rock,Water,False,Omanyte
97,111,71,102,80,94,Fire,,False,Arcanine
67,73,65,59,61,115,Normal,,False,Persian
89,98,78,89,73,78,Poison,Ground,False,Nidoking
60,37,76,57,41,54,Grass,Psychic,False,Exeggcute
53,76,34,64,41,32,Grass,Poison,False,Bellsprout
80,88,79,130,93,110,Electric,Flying,True,Zapdos
66,79,76,74,100,110,Fire,,False,Ninetales
69,34,54,95,68,75,Bug,Flying,False,Butterfree
70,100,59,69,65,92,Fighting,,False,Primeape
59,43,72,165,99,152,Psychic,,False,AlakazamMega Alakazam
36,54,33,17,37,76,Normal,,False,Rattata
29,59,30,30,41,64,Normal,,False,Rattata
63,81,75,64,54,105,Normal,Flying,False,Fearow
55,48,63,176,103,145,Psychic,,False,AlakazamMega Alakazam
75,74,59,78,123,106,Water,Poison,False,Tentacruel
67,73,54,83,83,90,Bug,Poison,False,Venomoth
34,33,46,56,63,98,Electric,,False,Voltorb
43,47,43,61,53,62,Fire,,False,Charmander
52,69,73,84,68,49,Grass,Poison,False,Gloom
6,44,23,40,49,103,Ground,,False,Diglett
87,83,95,26,26,28,Ground,Rock,False,Rhyhorn
115,159,59,202,113,132,Psychic,,True,MewtwoMega Mewtwo Y
56,57,54,62,57,66,Normal,Flying,False,Farfetch'd
149,72,46,87,44,37,Normal,Fairy,False,Wigglytuff
46,87,51,71,59,96,Fire,,False,Ponyta
67,54,56,98,80,95,Bug,Poison,False,Venomoth
92,74,109,108,75,32,Water,Psychic,False,Slowbro
37,43,166,31,41,67,Rock,Ground,False,Onix
108,124,124,55,36,38,Ground,Rock,False,Rhydon
41,89,52,65,71,92,Fire,,False,Ponyta
26,27,7,110,55,85,Psychic,,False,Abra
27,76,69,40,47,26,Bug,Grass,False,Paras
59,85,108,53,79,41,Ground,,False,Marowak
23,64,41,54,46,92,Electric,,False,Pikachu
45,57,51,53,63,56,Normal,,False,Eevee
38,37,160,37,40,73,Rock,Ground,False,Onix
92,74,109,103,71,41,Water,Psychic,False,Slowbro
27,110,83,20,29,56,Water,,False,Krabby
64,81,77,61,78,77,Poison,,False,Arbok
96,113,79,94,86,87,Fire,,False,Arcanine
64,82,126,83,74,61,Poison,,False,Weezing
20,33,32,104,31,90,Ghost,Poison,False,Gastly
70,61,121,122,64,57,Rock,Water,False,Omastar
108,152,74,183,119,144,Psychic,,True,MewtwoMega Mewtwo Y
52,55,52,110,43,93,Ghost,Poison,False,Haunter
73,57,66,108,85,136,Electric,,False,Jolteon
66,102,53,100,79,95,Fire,,False,Magmar
43,58,96,45,49,29,Ground,,False,Cubone
69,92,33,44,81,76,Bug,Poison,False,Beedrill
108,87,75,43,78,99,Normal,,False,Kangaskhan
52,68,66,79,80,50,Grass,Poison,False,Gloom
66,145,46,10,79,149,Bug,Poison,False,BeedrillMega Beedrill
35,40,35,39,37,65,Normal,Flying,False,Pidgey
64,85,110,42,84,40,Ground,,False,Marowak
36,65,91,42,24,47,Water,,False,Shellder
103,97,89,99,108,104,Psychic,,False,Mew
69,55,121,94,39,57,Grass,,False,Tangela
36,61,33,44,49,97,Electric,,False,Pikachu
62,126,98,63,70,81,Bug,,False,Pinsir
65,63,43,45,56,53,Normal,,False,Eevee
40,25,54,26,19,41,Bug,Poison,False,Kakuna
77,77,59,78,114,110,Water,Poison,False,Tentacruel
73,135,107,122,90,107,Fire,Dragon,False,CharizardMega Charizard X
56,69,58,76,80,66,Grass,Poison,False,Ivysaur
33,66,42,39,59,49,Poison,,False,Ekans
121,34,13,53,22,27,Normal,Fairy,False,Jigglypuff
39,47,74,41,73,40,Water,,False,Squirtle
128,87,81,74,101,64,Water,Ice,False,Lapras
42,31,55,16,29,32,Bug,Poison,False,Kakuna
97,193,102,157,98,133,Psychic,Fighting,True,MewtwoMega Mewtwo X
92,128,82,58,106,74,Water,Flying,False,Gyarados
95,89,93,94,115,94,Ice,Flying,True,Articuno
87,80,100,79,102,82,Water,,False,Blastoise
98,55,73,63,69,27,Normal,,False,Lickitung
67,69,63,54,42,90,Water,,False,Poliwhirl
51,86,73,59,78,91,Poison,,False,Arbok
46,62,47,78,50,67,Fire,,False,Growlithe
96,115,88,98,70,88,Fire,,False,Arcanine
43,33,39,34,40,62,Normal,Flying,False,Pidgey
34,79,48,37,43,69,Normal,Flying,False,Doduo
104,112,78,63,96,47,Poison,,False,Muk
35,61,36,26,40,64,Normal,Flying,False,Spearow
55,105,64,86,78,112,Fire,,False,Rapidash
61,47,125,93,37,72,Grass,,False,Tangela
47,55,39,112,61,91,Ghost,Poison,False,Haunter
48,52,42,39,40,52,Poison,,False,Nidoran♂
39,58,41,118,56,93,Ghost,Poison,False,Haunter
75,76,69,72,70,93,Poison,Flying,False,Golbat
75,99,60,50,70,101,Fighting,,False,Primeape
72,59,64,88,77,35,Normal,,False,Porygon
66,137,59,89,109,65,Fire,,False,Flareon
59,121,101,73,63,78,Rock,Water,False,Kabutops
26,62,33,32,28,72,Normal,,False,Rattata
78,75,73,68,78,107,Normal,Flying,False,Pidgeot
65,138,99,49,72,77,Bug,,False,Pinsir
76,92,89,91,92,85,Grass,Poison,False,Venusaur
73,105,82,48,82,110,Bug,Flying,False,Scyther
57,67,56,135,78,107,Ghost,Poison,False,Gengar
50,44,53,57,49,56,Fire,,False,Charmander
89,96,63,48,66,43,Fighting,,False,Machoke
48,42,75,57,59,33,Water,,False,Squirtle
58,52,46,136,86,122,Psychic,,False,Alakazam
40,45,45,37,28,95,Normal,,False,Meowth
40,30,33,20,18,54,Bug,,False,Caterpie
39,101,82,44,107,82,Fighting,,False,Hitmonchan
81,95,71,56,81,131,Rock,Flying,False,Aerodactyl
47,118,106,72,69,83,Rock,Water,False,Kabutops
45,100,187,77,38,78,Water,Ice,False,Cloyster
57,69,62,60,47,70,Poison,,False,Nidorino
30,63,63,53,59,17,Bug,Grass,False,Paras
81,81,77,86,92,88,Fire,,False,Ninetales
53,57,34,115,94,102,Ice,Psychic,False,Jynx
79,104,107,43,53,64,Ground,,False,Sandslash
56,47,75,63,40,44,Grass,Psychic,False,Exeggcute
61,61,87,68,76,52,Water,,False,Wartortle
73,55,58,44,58,97,Water,,False,Poliwhirl
53,44,65,184,101,143,Psychic,,False,AlakazamMega Alakazam
19,25,16,114,47,89,Psychic,,False,Abra
30,37,68,63,63,79,Water,,False,Staryu
39,55,58,75,62,31,Grass,Poison,False,Oddish
52,101,117,45,45,30,Rock,Ground,False,Graveler
87,140,82,77,86,143,Rock,Flying,False,AerodactylMega Aerodactyl
96,113,80,102,76,88,Fire,,False,Arcanine
44,55,40,69,61,49,Grass,Poison,False,Bulbasaur
88,82,92,40,22,21,Ground,Rock,False,Rhyhorn
54,91,63,69,77,84,Poison,,False,Arbok
39,46,45,49,47,94,Electric,,False,Pikachu
57,46,46,47,87,45,Psychic,,False,Drowzee
46,58,34,54,55,53,Dragon,,False,Dratini
25,60,107,53,23,37,Water,,False,Shellder
36,22,50,30,29,38,Bug,Poison,False,Kakuna
71,99,120,46,56,58,Ground,,False,Sandslash
22,105,85,30,26,57,Water,,False,Krabby
70,90,72,78,87,103,Fire,,False,Rapidash
69,68,61,107,96,124,Electric,,False,Jolteon
95,95,98,118,94,80,Fire,Flying,True,Moltres
114,119,104,54,104,95,Normal,,False,KangaskhanMega Kangaskhan
62,66,77,50,61,49,Poison,,False,Nidorina
56,80,84,95,90,115,Water,Psychic,False,Starmie
77,50,125,118,76,49,Rock,Water,False,Omastar
81,73,41,48,54,28,Poison,,False,Grimer
67,73,78,88,102,97,Fire,,False,Ninetales
102,105,92,101,107,93,Psychic,,False,Mew
104,85,94,132,60,45,Grass,Psychic,False,Exeggutor
29,30,72,87,55,52,Electric,Steel,False,Magnemite
76,72,66,76,120,73,Psychic,,False,Hypno
49,52,74,169,98,148,Psychic,,False,AlakazamMega Alakazam
40,42,151,40,39,73,Rock,Ground,False,Onix
54,57,51,39,43,44,Normal,,False,Ditto
49,37,64,53,71,40,Water,,False,Squirtle
34,47,35,50,33,101,Water,,False,Poliwag
78,79,88,92,108,80,Grass,Poison,False,Venusaur
78,113,133,61,60,50,Rock,Ground,False,Golem
71,60,66,84,73,51,Grass,Poison,False,Ivysaur
73,85,84,108,81,59,Grass,Poison,False,Vileplume
133,65,59,118,89,61,Water,,False,Vaporeon
59,71,33,76,26,35,Grass,Poison,False,Bellsprout
62,77,50,99,88,114,Electric,,False,Electabuzz
33,45,38,38,105,76,Water,Poison,False,Tentacool
83,92,84,90,97,79,Grass,Poison,False,Venusaur
57,93,70,69,57,96,Normal,Flying,False,Fearow
74,46,54,60,60,29,Fairy,,False,Clefairy
57,56,58,172,105,142,Psychic,,False,AlakazamMega Alakazam
64,64,77,81,74,35,Grass,Poison,False,Gloom
56,72,52,134,80,106,Ghost,Poison,False,Gengar
52,88,48,61,77,84,Fire,,False,Ponyta
75,62,62,55,71,115,Normal,,False,Persian
57,46,98,48,39,32,Ground,,False,Cubone
79,95,88,78,83,82,Poison,Ground,False,Nidoqueen
54,95,112,49,37,43,Rock,Ground,False,Graveler
111,118,104,56,103,98,Normal,,False,KangaskhanMega Kangaskhan
132,79,92,85,90,57,Water,Ice,False,Lapras
30,30,78,63,35,59,Water,,False,Horsea
42,27,62,22,27,25,Bug,,False,Metapod
58,37,55,45,32,48,Poison,,False,Nidoran♀
96,83,80,71,92,83,Poison,Ground,False,Nidoqueen
10,14,57,20,21,78,Water,,False,Magikarp
91,72,173,129,89,36,Water,Psychic,False,SlowbroMega Slowbro
37,51,50,46,49,55,Poison,,False,Ekans
73,102,117,137,124,77,Water,,False,BlastoiseMega Blastoise
99,94,81,42,81,93,Normal,,False,Kangaskhan
67,95,118,144,122,84,Water,,False,BlastoiseMega Blastoise
109,124,125,43,39,45,Ground,Rock,False,Rhydon
59,62,65,137,73,104,Ghost,Poison,False,Gengar
66,79,94,92,79,110,Water,Psychic,False,Starmie
58,154,120,76,94,98,Bug,Flying,False,PinsirMega Pinsir
107,107,98,96,94,98,Psychic,,False,Mew
88,124,69,72,89,63,Fighting,,False,Machamp
39,53,38,44,63,51,Poison,,False,Ekans
73,88,102,84,112,71,Water,,False,Blastoise
98,115,86,154,103,124,Psychic,,True,Mewtwo
43,48,71,56,59,37,Water,,False,Squirtle
25,80,54,53,73,120,Ground,,False,Dugtrio
138,68,56,121,86,56,Water,,False,Vaporeon
50,52,32,28,24,76,Normal,Flying,False,Spearow
83,107,121,123,113,78,Grass,Poison,False,VenusaurMega Venusaur
36,76,41,56,77,119,Ground,,False,Dugtrio
163,111,72,54,100,40,Normal,,False,Snorlax
76,107,74,80,79,89,Poison,Ground,False,Nidoking
50,42,53,56,65,52,Grass,Poison,False,Bulbasaur
32,42,32,59,103,67,Water,Poison,False,Tentacool
64,150,48,9,77,147,Bug,Poison,False,BeedrillMega Beedrill
73,45,31,109,97,100,Ice,Psychic,False,Jynx
52,50,49,54,62,58,Normal,,False,Eevee
83,48,68,71,75,40,Normal,,False,Lickitung
55,116,64,58,57,110,Normal,Flying,False,Dodrio
93,101,92,117,79,98,Fire,Flying,True,Moltres
59,54,79,74,71,143,Electric,,False,Electrode
125,36,30,36,29,14,Normal,Fairy,False,Jigglypuff
49,41,70,176,101,153,Psychic,,False,AlakazamMega Alakazam
113,36,23,46,30,22,Normal,Fairy,False,Jigglypuff
57,93,123,83,70,64,Poison,,False,Weezing
59,55,41,98,70,72,Bug,Flying,False,Butterfree
23,87,98,53,50,44,Rock,Water,False,Kabuto
138,93,69,78,93,64,Water,Ice,False,Lapras
91,54,81,57,68,34,Normal,,False,Lickitung
82,135,105,98,105,75,Dragon,Flying,False,Dragonite
255,1,5,42,107,42,Normal,,False,Chansey
47,52,50,42,41,56,Normal,,False,Ditto
76,76,86,102,91,59,Grass,Poison,False,Vileplume
61,70,57,111,96,130,Electric,,False,Jolteon
82,95,67,49,65,47,Fighting,,False,Machoke
44,59,30,43,45,52,Poison,,False,Nidoran♂
81,87,62,68,83,69,Water,,False,Seaking
48,72,49,39,43,69,Water,,False,Goldeen
90,75,87,126,75,126,Normal,Flying,False,PidgeotMega Pidgeot
71,63,68,52,47,84,Water,,False,Poliwhirl
84,90,84,92,70,85,Poison,Ground,False,Nidoking
44,56,48,39,40,46,Poison,,False,Nidoran♂
66,68,46,64,74,122,Normal,,False,Persian
87,92,102,27,18,19,Ground,Rock,False,Rhyhorn
79,79,100,20,33,34,Ground,Rock,False,Rhyhorn
56,64,70,78,79,48,Normal,,False,Porygon
88,109,68,56,66,128,Rock,Flying,False,Aerodactyl
81,99,55,56,86,73,Water,,False,Seaking
80,110,69,149,124,102,Fire,Flying,False,CharizardMega Charizard Y
95,95,94,115,82,99,Fire,Flying,True,Moltres
82,110,88,105,72,98,Fire,,False,Arcanine
63,113,86,56,73,109,Bug,Flying,False,Scyther
57,90,67,67,56,105,Normal,Flying,False,Fearow
73,91,40,56,70,65,Bug,Poison,False,Beedrill
80,54,69,54,58,50,Poison,,False,Nidorina
83,78,101,30,36,17,Ground,Rock,False,Rhyhorn
87,89,103,94,116,91,Ice,Flying,True,Articuno
65,95,54,80,48,48,Grass,Poison,False,Weepinbell
78,94,132,119,111,91,Grass,Poison,False,VenusaurMega Venusaur
96,83,109,95,82,25,Water,Psychic,False,Slowbro
39,46,61,54,71,43,Water,,False,Squirtle
49,58,64,82,67,85,Fire,,False,Charmeleon
99,103,99,103,92,104,Psychic,,False,Mew
47,52,61,54,58,53,Normal,,False,Eevee
56,70,63,85,58,73,Fire,,False,Charmeleon
57,82,59,60,65,90,Normal,,False,Raticate
44,58,39,58,43,67,Fire,,False,Charmander
65,90,58,59,75,95,Normal,Flying,False,Fearow
77,38,44,60,65,39,Fairy,,False,Clefairy
59,11,51,34,24,26,Bug,,False,Metapod
64,153,120,64,93,106,Bug,Flying,False,PinsirMega Pinsir
79,102,123,135,120,71,Water,,False,BlastoiseMega Blastoise
48,54,51,142,93,112,Psychic,,False,Alakazam
69,62,67,89,77,31,Grass,Poison,False,Gloom
61,82,72,61,72,72,Dragon,,False,Dragonair
70,89,89,70,70,17,Bug,Grass,False,Parasect
35,88,26,30,53,73,Fighting,,False,Mankey
94,91,77,121,75,62,Grass,Psychic,False,Exeggutor
70,68,60,49,58,60,Poison,,False,Nidorina
89,103,62,101,72,63,Grass,Poison,False,Victreebel
92,45,81,65,82,20,Normal,,False,Lickitung
22,46,60,64,56,92,Water,,False,Staryu
58,95,55,105,93,89,Fire,,False,Magmar
65,85,53,34,29,39,Fighting,,False,Machop
47,75,54,76,41,57,Fire,,False,Growlithe
40,44,37,29,39,62,Normal,Flying,False,Pidgey
51,49,35,123,52,95,Ghost,Poison,False,Haunter
103,94,91,115,72,45,Grass,Psychic,False,Exeggutor
83,120,91,72,105,144,Rock,Flying,False,AerodactylMega Aerodactyl
50,42,100,40,53,35,Ground,,False,Cubone
65,58,83,61,77,61,Water,,False,Wartortle
38,46,38,52,59,87,Electric,,False,Pikachu
64,89,56,70,56,107,Normal,Flying,False,Fearow
113,193,103,142,103,126,Psychic,Fighting,True,MewtwoMega Mewtwo X
51,72,75,177,90,135,Ghost,Poison,False,GengarMega Gengar
63,91,71,70,71,39,Bug,Grass,False,Parasect
35,54,43,113,63,97,Ghost,Poison,False,Haunter
87,113,85,102,81,87,Fire,,False,Arcanine
101,161,108,64,121,85,Water,Dark,False,GyaradosMega Gyarados
36,56,45,52,62,34,Bug,Grass,False,Paras
84,104,54,55,82,136,Rock,Flying,False,Aerodactyl
55,77,51,71,64,92,Fire,,False,Ponyta
80,72,104,90,108,76,Water,,False,Blastoise
58,85,71,72,63,71,Dragon,,False,Dragonair
95,124,69,61,103,88,Water,Flying,False,Gyarados
64,104,77,54,52,109,Normal,Flying,False,Dodrio
60,92,63,84,86,105,Electric,,False,Electabuzz
77,108,70,60,72,128,Rock,Flying,False,Aerodactyl
39,53,44,30,29,56,Normal,Flying,False,Pidgey
84,81,75,99,92,103,Fire,Flying,False,Charizard
61,89,53,33,35,34,Fighting,,False,Machop
74,71,58,43,53,26,Poison,,False,Grimer
40,50,39,46,46,52,Poison,,False,Nidoran♂
67,85,46,82,49,61,Grass,Poison,False,Weepinbell
56,63,50,38,62,56,Normal,,False,Eevee
41,70,97,63,41,28,Poison,,False,Koffing
50,54,56,66,48,46,Water,,False,Psyduck
58,97,49,51,72,68,Bug,Poison,False,Beedrill
37,54,52,58,59,80,Water,,False,Staryu
69,86,77,58,77,38,Bug,Grass,False,Parasect
78,120,112,138,91,95,Fire,Dragon,False,CharizardMega Charizard X
75,126,53,97,117,57,Fire,,False,Flareon
22,5,46,21,19,87,Water,,False,Magikarp
43,45,66,77,61,28,Grass,Poison,False,Oddish
92,48,66,63,79,37,Normal,,False,Lickitung
54,70,67,127,84,98,Ghost,Poison,False,Gengar
42,33,31,24,20,45,Bug,Poison,False,Weedle
81,89,79,102,88,95,Fire,Flying,False,Charizard
39,75,52,37,56,61,Water,,False,Goldeen
41,77,51,43,54,19,Bug,Grass,False,Paras
142,72,41,91,47,42,Normal,Fairy,False,Wigglytuff
88,91,86,128,92,95,Fire,Flying,True,Moltres
64,79,72,102,87,116,Water,Psychic,False,Starmie
42,51,42,76,68,39,Grass,Poison,False,Bulbasaur
84,74,79,65,98,75,Water,Ice,False,Dewgong
33,37,55,51,51,103,Electric,,False,Voltorb
127,94,72,82,92,68,Water,Ice,False,Lapras
89,76,68,70,72,104,Normal,Flying,False,Pidgeot
60,56,59,74,85,71,Grass,Poison,False,Ivysaur
80,130,97,68,93,147,Rock,Flying,False,AerodactylMega Aerodactyl
34,45,45,54,64,57,Fire,,False,Vulpix
31,34,22,114,33,76,Ghost,Poison,False,Gastly
106,129,121,40,55,34,Ground,Rock,False,Rhydon
62,96,126,78,64,64,Poison,,False,Weezing
61,46,73,74,76,150,Electric,,False,Electrode
79,97,69,104,62,79,Grass,Poison,False,Victreebel
44,119,55,34,117,86,Fighting,,False,Hitmonlee
74,134,92,48,74,78,Bug,,False,Pinsir
62,81,64,68,79,66,Dragon,,False,Dragonair
27,58,43,45,55,60,Poison,,False,Ekans
36,60,105,46,31,27,Water,,False,Shellder
51,84,70,68,84,81,Poison,,False,Arbok
60,88,121,86,68,67,Poison,,False,Weezing
30,36,65,83,64,47,Electric,Steel,False,Magnemite
100,151,69,197,115,148,Psychic,,True,MewtwoMega Mewtwo Y
102,162,104,62,129,81,Water,Dark,False,GyaradosMega Gyarados
47,70,94,124,63,67,Electric,Steel,False,Magneton
254,1,7,35,115,40,Normal,,False,Chansey
70,61,58,99,67,95,Bug,Poison,False,Venomoth
92,130,88,60,81,54,Fighting,,False,Machamp
68,85,59,96,80,97,Electric,,False,Raichu
78,83,68,95,87,89,Water,,False,Golduck
47,18,60,24,23,33,Bug,,False,Metapod
34,47,38,28,33,73,Normal,,False,Rattata
60,80,121,48,75,41,Ground,,False,Marowak
62,41,49,41,90,45,Psychic,,False,Drowzee
77,93,63,76,77,64,Water,,False,Seaking
99,85,185,126,73,22,Water,Psychic,False,SlowbroMega Slowbro
34,29,27,122,80,108,Psychic,,False,Kadabra
34,61,32,39,30,66,Normal,Flying,False,Spearow
43,64,37,59,53,44,Dragon,,False,Dratini
92,78,173,132,79,36,Water,Psychic,False,SlowbroMega Slowbro
109,103,78,59,105,46,Poison,,False,Muk
57,56,71,169,97,140,Psychic,,False,AlakazamMega Alakazam
66,128,65,101,110,55,Fire,,False,Flareon
30,51,34,48,68,68,Fire,,False,Vulpix
52,120,123,49,52,79,Water,,False,Kingler
47,36,44,59,53,91,Electric,,False,Voltorb
74,99,123,140,109,85,Water,,False,BlastoiseMega Blastoise
76,68,56,87,130,98,Water,Poison,False,Tentacruel
77,100,120,134,124,75,Water,,False,BlastoiseMega Blastoise
54,121,107,47,78,93,Bug,,False,Pinsir
47,76,31,41,41,69,Fighting,,False,Mankey
50,52,55,68,67,28,Grass,Poison,False,Oddish
154,105,66,66,122,27,Normal,,False,Snorlax
42,34,36,46,79,62,Fire,,False,Vulpix
62,92,63,66,80,75,Poison,,False,Arbok
62,77,93,100,78,110,Water,Psychic,False,Starmie
100,110,89,158,89,134,Psychic,,True,Mewtwo
109,108,91,153,83,136,Psychic,,True,Mewtwo
64,69,54,43,54,65,Normal,Flying,False,Pidgeotto
45,69,110,35,29,12,Rock,Ground,False,Geodude
36,72,103,31,14,49,Water,,False,Shellder
44,45,47,33,45,86,Water,,False,Poliwag
